PIG	DATE	GROUP	FULL	OUA	Stald	Antibiotic	Behandlingsdato	Week	GROUP_B	DATE_dif_nul	So	Note	Behandlings_tidpunkt
33	24-09-2020	C	X33_24.09.2020_C1_S149	1	Klimastald	0	0	Week 04	C	25-08-2020	3568	PlusSo	RWA
37	24-09-2020	C	X37_24.09.2020_C1_S161	1	Klimastald	0	0	Week 04	C	25-08-2020	4164	PlusSo	RWA
42	24-09-2020	C	X42_24.09.2020_C1_S173	1	Klimastald	0	0	Week 04	C	25-08-2020	4164	PlusSo	RWA
47	24-09-2020	C	X47_24.09.2020_C1_S185	1	Klimastald	0	0	Week 04	C	25-08-2020	4633	Fraveannet	RWA
50	24-09-2020	C	X50_24.09.2020_C1_S102	1	Klimastald	0	0	Week 04	C	25-08-2020	4633	Fraveannet	RWA
51	24-09-2020	C	X51_24.09.2020_C1_S114	1	Klimastald	0	0	Week 04	C	25-08-2020	4633	Fraveannet	RWA
56	24-09-2020	C	X56_24.09.2020_C1_S126	1	Klimastald	0	0	Week 04	C	25-08-2020	4633	Fraveannet	RWA
58	24-09-2020	C	X58_24.09.2020_C1_S138	1	Klimastald	0	0	Week 04	C	25-08-2020	4461	PlusSo	RWA
61	24-09-2020	C	X61_24.09.2020_C1_S150	1	Klimastald	0	0	Week 04	C	25-08-2020	4461	PlusSo	RWA
86	24-09-2020	C	X86_24.09.2020_C1_S115	1	Klimastald	0	0	Week 04	C	25-08-2020	3480	PlusSo	RWA
87	24-09-2020	C	X87_24.09.2020_C1_S127	1	Klimastald	0	0	Week 04	C	25-08-2020	3480	PlusSo	RWA
73	30-09-2020	A	X73_30.09.2020_A1_V3v4_S231	0	Klimastald	Engemycin	27-08-2020/13-09-2020	Week 05	A	25-08-2020	1000	PlusSo	Early
114	30-09-2020	A	X114_30.09.2020_A1_V3v4_S196	0	Klimastald	Engemycin	14-09-2020	Week 05	A	25-08-2020	3402	PlusSo	Batch
123	30-09-2020	A	X123_30.09.2020_A1_V3v4_S208	0	Klimastald	Engemycin	14-09-2020	Week 05	A	25-08-2020	3416	PlusSo	Batch
143	30-09-2020	A	X143_30.09.2020_A1_V3v4_S220	0	Klimastald	0	0	Week 05	A	25-08-2020	4340	PlusSo	Late
156	30-09-2020	A	X156_30.09.2020_A1_V3v4_S256	0	Klimastald	Engemycin	14-09-2020	Week 05	A	25-08-2020	400	PlusSo	Batch
177	30-09-2020	A	X177_30.09.2020_A1_V3v4_S221	0	Klimastald	Engemycin	14-09-2020	Week 05	A	25-08-2020	4468	PlusSo	Batch
191	30-09-2020	A	X191_30.09.2020_A1_V3v4_S233	0	Klimastald	Engemycin	14-09-2020	Week 05	A	25-08-2020	4390	PlusSo	Batch
235	30-09-2020	A	X235_30.09.2020_A1_V3v4_S281	0	Klimastald	Engemycin	14-09-2020	Week 05	A	26-08-2020	3593	PlusSo	Batch
260	30-09-2020	A	X260_30.09.2020_A1_V3v4_S246	0	Klimastald	Engemycin	14-09-2020	Week 05	A	26-08-2020	3939	PlusSo	Batch
264	30-09-2020	A	X264_30.09.2020_A1_V3v4_S258	0	Klimastald	Engemycin	27-08-2020/13-09-2020	Week 05	A	26-08-2020	3939	PlusSo	Early
277	30-09-2020	A	X277_30.09.2020_A1_V3v4_S211	0	Klimastald	Engemycin	14-09-2020	Week 05	A	26-08-2020	4157	PlusSo	Batch
280	30-09-2020	A	X280_30.09.2020_A1_V3v4_S235	0	Klimastald	0	?	Week 05	A	26-08-2020	3000	PlusSo	Late
290	30-09-2020	A	X290_30.09.2020_A1_V3v4_S247	0	Klimastald	Engemycin	27-08-2020/13-09-2020	Week 05	A	26-08-2020	3000	PlusSo	Early
291	30-09-2020	A	X291_30.09.2020_A1_V3v4_S259	0	Klimastald	Engemycin	14-09-2020	Week 05	A	26-08-2020	3000	PlusSo	Batch
314	30-09-2020	A	X314_30.09.2020_A1_V3v4_S200	0	Klimastald	Engemycin	14-09-2020	Week 05	A	26-08-2020	4103	PlusSo	Batch
319	30-09-2020	A	X319_30.09.2020_A1_V3v4_S224	0	Klimastald	Engemycin	27-08-2020/13-09-2020	Week 05	A	26-08-2020	5000	PlusSo	Early
320	30-09-2020	A	X320_30.09.2020_A1_V3v4_S236	0	Klimastald	Engemycin	14-09-2020	Week 05	A	26-08-2020	5000	PlusSo	Batch
325	30-09-2020	A	X325_30.09.2020_A1_V3v4_S260	0	Klimastald	Engemycin	27-08-2020/13-09-2020	Week 05	A	26-08-2020	5000	PlusSo	Early
326	30-09-2020	A	X326_30.09.2020_A1_V3v4_S272	0	Klimastald	Engemycin	14-09-2020	Week 05	A	26-08-2020	5000	PlusSo	Batch
332	30-09-2020	A	X332_30.09.2020_A1_V3v4_S213	0	Klimastald	Engemycin	27-08-2020/13-09-2020	Week 05	A	26-08-2020	5000	PlusSo	Early
65	30-09-2020	B	X65_30.09.2020_B1_V3v4_S207	0	Klimastald	Engemycin	14-09-2020	Week 05	B_T	25-08-2020	4461	PlusSo	Batch
68	30-09-2020	B	X68_30.09.2020_B1_V3v4_S219	0	Klimastald	Engemycin	14-09-2020	Week 05	B_T	25-08-2020	1000	PlusSo	Batch
110	30-09-2020	B	X110_30.09.2020_B1_V3v4_S267	0	Klimastald	Engemycin	14-09-2020	Week 05	B_T	25-08-2020	3402	PlusSo	Batch
192	30-09-2020	B	X192_30.09.2020_B1_V3v4_S245	0	Klimastald	Engemycin	14-09-2020	Week 05	B_T	25-08-2020	4390	PlusSo	Batch
214	30-09-2020	B	X214_30.09.2020_B1_V3v4_S257	0	Klimastald	Engemycin	14-09-2020	Week 05	B_T	26-08-2020	3871	PlusSo	Batch
236	30-09-2020	B	X236_30.09.2020_B1_V3v4_S198	0	Klimastald	Engemycin	14-09-2020	Week 05	B_T	26-08-2020	3593	PlusSo	Batch
247	30-09-2020	B	X247_30.09.2020_B1_V3v4_S210	0	Klimastald	Engemycin	14-09-2020	Week 05	B_T	26-08-2020	2000	PlusSo	Batch
248	30-09-2020	B	X248_30.09.2020_B1_V3v4_S222	0	Klimastald	Engemycin	14-09-2020	Week 05	B_T	26-08-2020	2000	PlusSo	Batch
259	30-09-2020	B	X259_30.09.2020_B1_V3v4_S234	0	Klimastald	Engemycin	14-09-2020	Week 05	B_T	26-08-2020	3939	PlusSo	Batch
269	30-09-2020	B	X269_30.09.2020_B1_V3v4_S270	0	Klimastald	Engemycin	14-09-2020	Week 05	B_T	26-08-2020	3939	PlusSo	Batch
276	30-09-2020	B	X276_30.09.2020_B1_V3v4_S199	0	Klimastald	Engemycin	14-09-2020	Week 05	B_T	26-08-2020	4157	PlusSo	Batch
